Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,unsat,0,1,0,0,0,0.76,0.0,0.76,0,0.76,0.332,0.47,0,0.0,0.47,0,0,0.8477,1.0,-,,
2,sat,1,1,0,1,1,0.48,0.0,0.48,0.08,0.56,100.046,100.24,44.245,44.28,144.53,1,1,0.8477,1.0,-,[39.  3.  5. 12.  0.  9.  0.  2.  0.  0. 10. 30. 16.],[39.  3.  5. 12.  0.  9.  0.  2.  1.  0. 10. 30. 16.]
3,unsat,1,2,0,0,0,0.72,0.0,0.72,0,0.72,1.784,1.94,0,0.0,1.94,0,0,0.8477,1.0,-,,
4,sat,2,2,0,0,0,0.72,0.0,0.72,0,0.72,2.253,2.42,0,0.0,2.42,1,1,0.8477,1.0,-,[52.  6.  8.  6.  6. 12.  4.  0.  1. 12.  4. 20. 10.],[52.  6.  8.  6.  6. 12.  4.  0.  0. 12.  4. 20. 10.]
5,sat,3,2,0,1,1,0.52,0.0,0.52,0.04,0.56,100.031,100.17,22.259,22.3,122.46,1,1,0.8477,1.0,-,[98.  6.  5. 12.  6. 10.  5.  4.  1.  0. 10. 42. 10.],[98.  6.  5. 12.  6. 10.  5.  4.  0.  0. 10. 42. 10.]
6,unknown,3,2,1,1,0,0.2,0.0,0.2,0.2,0.4,100.083,100.43,100.081,100.13,200.55,0,0,0.8477,1.0,-,,
7,unsat,3,3,1,0,0,0.68,0.0,0.68,0,0.68,6.239,6.37,0,0.0,6.37,0,0,0.8477,1.0,-,,
8,unknown,3,3,2,1,0,0.4,0.0,0.4,0.12,0.52,100.158,100.36,100.015,100.05,200.42,0,0,0.8477,1.0,-,,
9,unsat,3,4,2,0,0,0.76,0.0,0.76,0,0.76,0.936,1.03,0,0.0,1.03,0,0,0.8477,1.0,-,,
10,unknown,3,4,3,1,0,0.32,0.0,0.32,0.08,0.4,100.192,100.45,100.034,100.08,200.53,0,0,0.8477,1.0,-,,
11,sat,4,4,3,0,0,0.68,0.0,0.68,0,0.68,6.848,7.01,0,0.0,7.01,1,1,0.8477,1.0,-,[20.  0. 15.  1.  0. 10.  1.  0.  1. 18.  0. 91. 39.],[20.  0. 15.  1.  0. 10.  1.  0.  0. 18.  0. 91. 39.]
12,sat,5,4,3,0,0,0.72,0.0,0.72,0,0.72,2.225,2.36,0,0.0,2.36,1,1,0.8477,1.0,-,[30.  6. 15.  9.  3.  8.  5.  2.  0. 10.  0. 83. 40.],[30.  6. 15.  9.  3.  8.  5.  2.  1. 10.  0. 83. 40.]
13,unknown,5,4,4,1,0,0.32,0.0,0.32,0.12,0.44,100.074,100.28,100.077,100.12,200.41,0,0,0.8477,1.0,-,,
14,sat,6,4,4,0,0,0.76,0.0,0.76,0,0.76,1.652,1.79,0,0.0,1.79,1,1,0.8477,1.0,-,[90.  0. 15.  1.  2.  0.  5.  4.  1. 10.  0. 92. 27.],[90.  0. 15.  1.  2.  0.  5.  4.  0. 10.  0. 92. 27.]
15,unsat,6,5,4,0,0,0.72,0.0,0.72,0,0.72,0.909,1.07,0,0.0,1.07,0,0,0.8477,1.0,-,,
16,unknown,6,5,5,1,0,0.2,0.0,0.2,0.16,0.36,100.134,100.47,100.115,100.16,200.63,0,0,0.8477,1.0,-,,
17,sat,7,5,5,0,0,0.76,0.0,0.76,0,0.76,1.321,1.45,0,0.0,1.45,1,1,0.8477,1.0,-,[40.  6.  8.  9.  1.  0.  3.  2.  0. 10.  0. 70. 22.],[40.  6.  8.  9.  1.  0.  3.  2.  1. 10.  0. 70. 22.]
18,unsat,7,6,5,0,0,0.76,0.0,0.76,0,0.76,0.491,0.63,0,0.0,0.63,0,0,0.8477,1.0,-,,
19,sat,8,6,5,0,0,0.76,0.0,0.76,0,0.76,0.454,0.58,0,0.0,0.58,1,1,0.8477,1.0,-,[40.  6.  9.  3.  0. 10.  5.  4.  0. 11. 10. 51. 40.],[40.  6.  9.  3.  0. 10.  5.  4.  1. 11. 10. 51. 40.]
20,unknown,8,6,6,1,0,0.48,0.0,0.48,0.04,0.52,100.143,100.33,100.015,100.05,200.38,0,0,0.8477,1.0,-,,
21,unknown,8,6,7,1,0,0.32,0.0,0.32,0.12,0.44,100.009,100.39,100.024,100.07,200.45,0,0,0.8477,1.0,-,,
22,unknown,8,6,8,1,0,0.44,0.0,0.44,0.04,0.48,100.018,100.19,100.043,100.08,200.28,0,0,0.8477,1.0,-,,
